,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_teks,tweet_english
10,1.80271e+18,Mon Jun 17 23:33:06 +0000 2024,0,@_Hrst Kirain gara gara dipotong tapera.,1.80285e+18,,_Hrst,in,,0,0,0,https://x.com/drivojansen/status/1802846967372071024,36277633.0,drivojansen,hrst kirain gara gara potong tapera,I have to think it's because of cutting the tapera
11,1.8027e+18,Mon Jun 17 23:32:50 +0000 2024,0,@bacottetangga_ Woee pagi udah kirim sms tagihan tapera,1.80285e+18,,bacottetangga_,in,Indonesia,0,0,0,https://x.com/alblankon/status/1802846897557868692,951652705.0,alblankon,bacottetangga woee pagi kirim sms tagih tapera,bacottetangga woee morning sent a text message to ask for tapera
12,1.80233e+18,Mon Jun 17 23:29:37 +0000 2024,0,@WagimanDeep212_ Karyawan judol disana kena potongan tapera gak ya ,1.80285e+18,,WagimanDeep212_,in,"Central Java, Indonesia",0,0,0,https://x.com/cahyo_sanghyang/status/1802846087142588723,1.56935e+18,cahyo_sanghyang,wagimandeep karyawan judol sana kena potong tapera,"Wagimandeep, a Judol employee there, had his tapera cut"
13,1.80237e+18,Mon Jun 17 23:25:51 +0000 2024,0,@antimafia11999 @hipohan Fasilitas apa ? Semua fasilitas jkwie adakah produk bangs*t ! Tapera omnibus law pajak tinggi beras mahal kreta cepat jkt-bandung produk hutang caina bandara yg banyak bangkrut tambang di keruk asing dollar tinggi rupiah terpuruk.,1.80285e+18,,antimafia11999,in,"DKI Jakarta, Indonesia 🇮🇩",0,0,0,https://x.com/Louis_chantika/status/1802845139242541317,1.3994e+18,Louis_chantika,antimafia hipohan fasilitas fasilitas jkwie ada produk bangst tapera omnibus law pajak beras mahal kreta cepat jktbandung produk hutang caina bandara bangkrut tambang keruk asing dollar rupiah puruk,antimafia hypohan facilities jkwie facilities there are bangst products tapera omnibus law expensive rice tax fast crete jktbandung caina debt products airport bankrupt foreign dredged mines dollar rupiah bad
14,1.8027e+18,Mon Jun 17 23:12:22 +0000 2024,11,@bacottetangga_ Woi siapa yg naro tagihan Tapera disini ,1.80284e+18,,bacottetangga_,in,,0,4,0,https://x.com/AndiTizar/status/1802841748030509508,1.32739e+18,AndiTizar,bacottetangga woi naruh tagih tapera,bacotte neighbors hey put the tapera bill
15,1.80235e+18,Mon Jun 17 23:04:59 +0000 2024,0,@geloraco Dan melalui TAPERA buat gaji para pengurus IKN,1.80284e+18,,geloraco,in,,0,0,0,https://x.com/SukmaWi12127725/status/1802839888104181847,1.39678e+18,SukmaWi12127725,geloraco tapera gaji urus ikn,geloraco tapera salary Administer IKN
16,1.80284e+18,Mon Jun 17 23:04:33 +0000 2024,0,Tepatkah kata tabungan dipakai dalam akronim tapera alias tabungan perumahan rakyat ? https://t.co/yq144ut9nt #Opini #Kompas59 #MultimediaMencerahkan,1.80284e+18,,,in,"Palmerah, Jakarta",0,0,0,https://x.com/KompasData/status/1802839780692262943,771030588.0,KompasData,tepat tabung pakai akronim tapera alias tabung rumah rakyat opini kompas multimediamencerahkan,right tube using the acronym tapera alias people's house tube opinion kompas multimediamencerahkan
17,1.80284e+18,Mon Jun 17 23:04:33 +0000 2024,1,Tepatkah kata tabungan dipakai dalam akronim tapera alias tabungan perumahan rakyat ? https://t.co/gac5itIPkg #Opini #Kompas59,1.80284e+18,,,in,"Palmerah, Jakarta",1,0,0,https://x.com/hariankompas/status/1802839780528656403,255866913.0,hariankompas,tepat tabung pakai akronim tapera alias tabung rumah rakyat opini kompas,right tube using the acronym tapera alias people's housing tube Kompas opinion
18,1.8026e+18,Mon Jun 17 23:00:42 +0000 2024,0,@anakmasdulll_ Membatalakan tapera. Simple,1.80284e+18,,anakmasdulll_,in,,0,0,0,https://x.com/withmetome/status/1802838813414482064,1.69158e+18,withmetome,anakmasdulll membatalakan tapera simpel,anakmasdulll cancels simple tapera
19,1.80231e+18,Mon Jun 17 23:00:21 +0000 2024,0,@zy_zy_lestary @Yattie2023 @xquitavee @dika_maxelyou @adri_7i @HaramAsoy @arie_nurma01_24 Sampe mau ngutang ke rakyat dg dalih tabungan tapera Bangkrut bangkrut aja bajitol.. Ngomong antri para investor Eh.. Kenyataan nya eh..blum ada yg masuk .. Tukang ngibul Celeng,1.80284e+18,,zy_zy_lestary,in,,0,0,0,https://x.com/Bangsat698/status/1802838723027243440,1.54695e+18,Bangsat698,zyzylestary yattie xquitavee dikamaxelyou adrii haramasoy arienurma hutang rakyat dalih tabung tapera bangkrut bangkrut bajitol ngomong antri investor eh nyata ehblum masuk tukang khayal celeng,Zzyzylestary Yattie
20,1.80264e+18,Mon Jun 17 22:44:02 +0000 2024,0,@narkosun Ada.... aplikasi Tapera ,1.80283e+18,,narkosun,in,,0,0,0,https://x.com/DowatiW55368/status/1802834615960523149,1.7288e+18,DowatiW55368,narkosun aplikasi tapera,narcosun tapera application
21,1.80269e+18,Mon Jun 17 22:39:26 +0000 2024,1,@Metro_TV sami mawon pak.... kesalahan di tangan pemerintah yg tdk bs memberantas judol..itu pokok masalahnya... seneng banget mainan bansos ada apa sih... dan Pak Muhadjir knp bs ikut²an di pinjam tangan oleh paduka.. kasus UKT kasus Tapera gak belajar pak..cm akal²an sj,1.80283e+18,,Metro_TV,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/DermagaGarely/status/1802833460978946378,1.51369e+18,DermagaGarely,metrotv sami mawon salah tangan perintah berantas judolitu pokok senang banget main bansos muhadjir knp ikut pinjam tangan paduka ukt tapera ajar pakcm akal,metrotv sami mawon wrong hand orders to eradicate judolitu basically really enjoy playing social assistance muhadjir why come along and lend your hand to ukt tapera ajar pakcm sense
22,1.78974e+18,Mon Jun 17 22:37:39 +0000 2024,0,@Yescoin_Fam jadi beras buat bayar tapera,1.80283e+18,,Yescoin_Fam,in,,0,0,0,https://x.com/MangAli82/status/1802833012519846292,1.47938e+18,MangAli82,yescoinfam beras bayar tapera,yescoinfam rice pay tapera
23,1.80239e+18,Mon Jun 17 22:34:37 +0000 2024,0,@snnatchy baguslah udah mulai manusiawi. tinggal disuruh bayar tapera aja,1.80283e+18,,snnatchy,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/restlessmuse09/status/1802832246891540973,1.53645e+18,restlessmuse09,snnatchy bagus manusiawi tinggal suruh bayar tapera,snnatchy good humane just ask to pay tapera
24,1.80265e+18,Mon Jun 17 21:59:23 +0000 2024,0,@hafidzrivaldi bayar tapera dulu pod :),1.80282e+18,,hafidzrivaldi,in,,0,0,0,https://x.com/tidakmandii/status/1802823379759858009,1.68482e+18,tidakmandii,hafidzrivaldi bayar tapera pod,hafidzrivaldi pays tapera pod
25,1.80259e+18,Mon Jun 17 21:55:40 +0000 2024,0,@meong99x @BudiBukanIntel Emang tapera sudah jalan??bloon lo,1.80282e+18,,meong99x,in,"Prague, Czech Republic",0,0,0,https://x.com/calonmiliarderX/status/1802822446183256487,1.71194e+18,calonmiliarderX,meongx budibukanintel emang tapera jalanbloon lo,"meongx budubukanintel, tapera is really stupid"
26,1.80282e+18,Mon Jun 17 21:39:49 +0000 2024,0,kan nanti ada tapera ,1.80282e+18,,,in,🪐,0,0,0,https://x.com/saturdeyss/status/1802818456175415429,1.55715e+18,saturdeyss,tapera,tape
27,1.80282e+18,Mon Jun 17 21:27:23 +0000 2024,0,Pemalas Penjudi kalah judi akan dikasih banson. Pekerja pencari rejeki halal akan dipotong gajinya atas nama tapera. Logikanya di mana ya?,1.80282e+18,,,in,Purworejo,0,0,0,https://x.com/sujudkamal68/status/1802815329309241590,2472495378.0,sujudkamal68,malas judi kalah judi kasih banson kerja cari rejeki halal potong gaji nama tapera logika,"lazy gambling, losing gambling, giving banson, working, looking for a halal fortune, cutting salary, name Tapera Logic"
28,1.80269e+18,Mon Jun 17 21:19:48 +0000 2024,0,@zy_zy_lestary ane cuma bisa nyengir....lagi kelabakan kemungkinan besar IKN bisa mangkrak kurang dana maka keluar yg aneh aneh UKT TAPERA....Indonesia sekarang tidak baik baik aja.....,1.80281e+18,,zy_zy_lestary,in,,0,0,0,https://x.com/AliAmin31984360/status/1802813417797099784,1.64776e+18,AliAmin31984360,zyzylestary nyengirlagi laba ikn mangkrak dana aneh aneh ukt taperaindonesia,zyzylestary grinning again profit stalled ikn strange funds strange ukt taperaindonesia
29,1.80252e+18,Mon Jun 17 21:17:20 +0000 2024,0,@catreonot Jangan lupa bayar tapera,1.80281e+18,,catreonot,in,"Sawah Besar, Indonesia",0,0,0,https://x.com/kebo_ijo_reborn/status/1802812800739533229,1.70766e+18,kebo_ijo_reborn,catreonot lupa bayar tapera,catreonot forgot to pay tapera
30,1.80252e+18,Mon Jun 17 20:19:44 +0000 2024,0,@catreonot Siap2 dipotong tapera gajinya,1.8028e+18,,catreonot,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/waswasilkhonnas/status/1802798305182916695,1.31637e+18,waswasilkhonnas,catreonot potong tapera gaji,catreonot cuts salary tapera
31,1.8026e+18,Mon Jun 17 19:36:02 +0000 2024,0,@5teV3n_Pe9eL OKB ini tar dipotong tapera ngamuk² dah....,1.80279e+18,,5teV3n_Pe9eL,in,,0,0,0,https://x.com/ElgeJohan/status/1802787304496566562,1.74537e+18,ElgeJohan,tevnpeel okb potong tapera ngamuk dah,"tevnpeel okb cut tapera, angry already"
32,1.80278e+18,Mon Jun 17 19:07:18 +0000 2024,0,himbauan MUI Pusat pada bulan april 2020 dengan Nomor: Kep-1240/DP-MUI/VI/2020 ...dst TAPERA yang diibaratkan oleh banyak publik sebagai wujud pemerasan terhadap bangsa sendiri dalam keadaan sementara perkonomian negara pun serang kembang kempis karena tumpukan...dst,1.80278e+18,,lubis10922,in,"Ciledug, Indonesia",0,1,0,https://x.com/lubis10922/status/1802780074577711490,1.75755e+18,lubis10922,himbauan mui pusat april nomor kepdpmuivi dst tapera publik wujud peras bangsa perkonomian negara serang kembang kempis tumpukandst,MUI Central Appeal April Number Kepdpmuivi Etc. Public Tapera Form of Squeezing the Nation's Economy Serang Inflating and Shrinking Piles etc.
33,1.80276e+18,Mon Jun 17 18:43:20 +0000 2024,0,@zwitie_ Tapera.,1.80277e+18,,zwitie_,in,Panas,0,0,0,https://x.com/daysaftr21/status/1802774042967154990,547381240.0,daysaftr21,zwitie tapera,the tapestry
34,1.80277e+18,Mon Jun 17 18:25:05 +0000 2024,0,Ini Sederet Aturan yang Dilanggar Pemerintah Jika Tapera Diberlakukan Menurut Ketua Umum HLKI https://t.co/X7Ua6mxrBl https://t.co/fhHUa05CvJ,1.80277e+18,https://pbs.twimg.com/media/GQS5QwdbEAER-Z1.jpg,,in,"Bandung, Jawa Barat",0,0,0,https://x.com/maunglucu/status/1802769450342769073,8.73213e+17,maunglucu,deret atur langgar perintah tapera laku ketua hlki,series of rules violate tapera orders hlki chairman
35,1.80252e+18,Mon Jun 17 17:47:38 +0000 2024,0,@catreonot Kepotong tapera juga ,1.80276e+18,,catreonot,in,,0,0,0,https://x.com/alsaqaf2/status/1802760023854178498,397285936.0,alsaqaf2,catreonot potong tapera,catreonot cut tapera
36,1.80247e+18,Mon Jun 17 17:45:20 +0000 2024,0,@ijiemoK_ihsioK Ya bahas tapera malah di bisukan wkwk,1.80276e+18,,ijiemoK_ihsioK,in,"Serang, Indonesia",0,0,0,https://x.com/Nort_muhehehe/status/1802759447808532688,9.85536e+17,Nort_muhehehe,ijiemokihsiok bahas tapera bisu wkwk,ijiemokihsiok discusses mute tapera wkwk
37,1.80234e+18,Mon Jun 17 17:39:14 +0000 2024,0,@rahmdess27 bentar lg kek korut ini mh apa2 di pantau. kaga ada kebebasan dlm hidup. 1. tapera 2. main sosmed 3. abis ini apa lagi?,1.80276e+18,,rahmdess27,in,"Indramayu, Indonesia",0,0,0,https://x.com/_ariffirman/status/1802757912181559790,7.51996e+17,_ariffirman,rahmdess bentar lg kek korut pantau kaga bebas dlm hidup tapera main sosmed habis,"Rahmdess wait a minute, North Korea monitors if you're not free in life, Tapera playing social media is over"
38,1.80276e+18,Mon Jun 17 17:38:10 +0000 2024,0,Yah kalo mau yang ngaturnya enak dan istri ngeluarin duit tanpa mikir kepotong ini itu cari cowok yang gajinya 2 digit... 7.5 juta perbulan itu terbatas. Papaku waktu masih letnan satu gajinya 5 juta per bulan buat biayain 4 kepala dan masih kepotong bpjs dan tapera -- ,1.80276e+18,,,in,"dazai, gojo, oikawa, kaito ‼️☆",0,1,0,https://x.com/zeynitsu/status/1802757643917987978,9.72832e+17,zeynitsu,ngaturnya enak istri keluar duit berfikir potong cari cowok gaji digit juta bulan batas papa letnan gaji juta biayain kepala potong bpjs tapera,"the arrangement is good, the wife is out of money, thinking about cutting, looking for a guy, salary digit million a month, papa's limit, lieutenant's salary, million, costs the head, cutting BPJS Tapera"
39,1.80276e+18,Mon Jun 17 17:34:47 +0000 2024,0,@sepandangan Kalau lu mati berkurang nanti bgst pemasukan buat dana tapera kurangin alkohol bangsat,1.80276e+18,,miljagulamahmad,in,bumi manusia.,0,0,0,https://x.com/miljagulamahmad/status/1802756790431654025,1.24344e+18,miljagulamahmad,pandang lu mati kurang bgst pasu dana tapera rangin alkohol bangsat,"Look at you as if you're dead, it's not enough if you're drinking alcohol, you bastard"
40,1.80268e+18,Mon Jun 17 17:31:02 +0000 2024,0,@ibnusw Coba sm2 dikasih sesuai kemampuan aja lebih enak ya to ini udh bersih 5juta msh disuruh buat nyisihin ortunya lg duh tmbh ngelu.. blm kepotong tapera ,1.80276e+18,,ibnusw,in,Indonesia,0,1,0,https://x.com/tinkerbweel/status/1802755847057272936,122814492.0,tinkerbweel,ibnusw coba kasih sesuai mampu enak bersih juta suruh nyisihin ortunya lg duh pusing potong tapera,"Ibnusw try to give it according to the taste, it's delicious, it's clean, it's a million to tell the parents to leave it aside, it's a headache to cut the tapera"
41,1.80271e+18,Mon Jun 17 17:27:09 +0000 2024,0,@Evervallie ini dia semangat yang dibutuhin buat melawan tapera.,1.80275e+18,,Evervallie,in,,0,0,0,https://x.com/edenwuds/status/1802754869209727471,520238734.0,edenwuds,evervallie semangat dibutuhin lawan tapera,evervallie spirit needed against tapera
42,1.80275e+18,Mon Jun 17 17:26:16 +0000 2024,0,Tapera Program Tabungan untuk Wujudkan Rumah Impian bisa dicairkan? https://t.co/4byRGq1wkc,1.80275e+18,https://pbs.twimg.com/media/GQSrrDnagAAU9qj.jpg,wajah_baruitu,in,jakarta,0,0,0,https://x.com/wajah_baruitu/status/1802754650573304136,1.56285e+18,wajah_baruitu,tapera program tabung wujud rumah impi cair,tapera liquid dream home form tube program
43,1.80275e+18,Mon Jun 17 17:26:15 +0000 2024,0,Tapera Program Tabungan untuk Wujudkan Rumah Impian https://t.co/8r171VpVlV,1.80275e+18,https://pbs.twimg.com/media/GQSrn9TakAAmiTi.jpg,wajah_baruitu,in,jakarta,0,1,0,https://x.com/wajah_baruitu/status/1802754645254877230,1.56285e+18,wajah_baruitu,tapera program tabung wujud rumah impi,tapera program to build a dream home
44,1.80275e+18,Mon Jun 17 17:26:11 +0000 2024,0,BP TAPERA siap membantu tenaga kerja di Indonesia untuk memiliki hunian yang layak dan terjangkau https://t.co/xeiotqU4Qo,1.80275e+18,https://pbs.twimg.com/media/GQSrWCQbAAAUyCD.png,,in,jakarta,0,1,0,https://x.com/wajah_baruitu/status/1802754629396267443,1.56285e+18,wajah_baruitu,bp tapera bantu tenaga kerja indonesia milik huni layak jangkau,bp tapera helps indonesian workers to have affordable housing
45,1.80223e+18,Mon Jun 17 17:18:25 +0000 2024,0,@ubegebe1 Daripada bikin tapera mending ide ini aja yg dipake buat pemerintah ngeruk duit rakyat lebih fair.,1.80275e+18,,ubegebe1,in,,0,0,0,https://x.com/8x2pz73u6tk535n/status/1802752674749911246,1.31556e+18,8x2pz73u6tk535n,ubegebe tapera mending ide dipake perintah ngeruk duit rakyat fair,"ubegebe tapera, it's better if the idea is used as an order to rake in the fair people's money"
46,1.80275e+18,Mon Jun 17 17:15:37 +0000 2024,0,Setelah Tapera Pemerintah Canangkan Bank Tanah Faisal Basri: Untuk Siapa? https://t.co/TQ55ZtIC5V,1.80275e+18,,,in,Indonesia,1,0,0,https://x.com/geloraco/status/1802751967053410516,3319260420.0,geloraco,tapera perintah canang bank tanah faisal basri,tapera orders canang land bank faisal basri
47,1.80275e+18,Mon Jun 17 17:14:59 +0000 2024,0,tp kalo tapera??? gw ngerasa buang buang energi anjir kalo harus sampe ngitung ini itu dan debatin sana sini.. soalnya keliatan bgt bobroknya cooo dan mayoritas masyrakat juga udh pasti menolak jd gausa ambil pushing awkwkwkwk,1.80275e+18,,vnscnt_,in,bandung coret,0,0,0,https://x.com/vnscnt_/status/1802751807212618067,9.87395e+17,vnscnt_,tapera gw buang buang energi anjir hitung debatin liat banget bobrok cooo mayoritas masyrakat tolak gausa ambil pushing awkwkwkwk,"Tapera, I'm wasting my energy, the calculations are debating, it looks really dilapidated, the majority of people refuse, don't take pushing, awkwkwkwk"
48,1.80272e+18,Mon Jun 17 15:27:16 +0000 2024,0,Tanggapan Pak Jokowi terkait Tapera Wisnu Jusa Kominfo Bawah Belanda Elaelo Sapi 2024 M IPK 4 Bakpia Wendy Ukraina https://t.co/FUk8JrmfvX,1.80272e+18,https://pbs.twimg.com/ext_tw_video_thumb/1802724582551662592/pu/img/0Ag_d7TPcXeA7ViJ.jpg,,in,,0,0,1,https://x.com/AmbarwatiLaras9/status/1802724701292388481,1.59826e+18,AmbarwatiLaras9,tanggap jokowi kait tapera wisnu jusa kominfo belanda elaelo sapi m ipk bakpia wendy ukraina,Jokowi's response to tapera wisnu jusa Dutch Ministry of Communication and Information Elaelo cow M IPK bakpia Wendy Ukraine
49,1.80262e+18,Mon Jun 17 15:24:14 +0000 2024,0,@ptaboutfami diajak kamu tau gasi kebijakan Tapera ini sebernya impact-nya apa output yang diharapkan apa? sebernya ya aku dari awal ga yakin tau ikn banyak investor asingnya bener aja kan kesampaian sayang bayem di tukang sayur masa naik dua ribu gila GASI? apasi aku ga ngerti ,1.80272e+18,,ptaboutfami,in,"Furano-shi, Hokkaidō",0,1,0,https://x.com/kyaraphine/status/1802723936142336223,1.76545e+18,kyaraphine,ptaboutfami ajak gas bijak tapera sebernya impactnya output harap sebernya ikn investor asing bener sayang bayem tukang sayur ribu gila gas apas ngerti,ptaboutfami invites wise gas tapera actually the impact is output hopefully actually foreign investor icon really love spinach vegetable seller thousands crazy gas apas understand
50,1.8023e+18,Mon Jun 17 15:24:01 +0000 2024,0,@ekokuntadhi1 Harus dilegalkan sekalian tapi harus diatur dg jelas PAJAKNYA kan jago tuh Bu Sri Mulyani @smindrawatii Meteri Keuangan @kemenkeu dalam MENCIPTAKAN pajak baru. Ini lebih fair daripada TAPERA untuk membiayai IKN dan BANSOS,1.80272e+18,,ekokuntadhi1,in,,0,0,0,https://x.com/YoyokSub0302/status/1802723884019712503,1.68122e+18,YoyokSub0302,ekokuntadhi legal atur pajak jago bu sri mulyani smindrawatii meter uang kemenkeu cipta pajak fair tapera biaya ikn bansos,"ekokuntadhi legal regulates taxes, ma'am Sri Mulyani Smindrawatii, Ministry of Finance's money meter creates fair taxes, tapera, social assistance IKN costs"
51,1.80255e+18,Mon Jun 17 15:21:50 +0000 2024,1,@andrikosasih09 Empat Sek(g)awa(o)n,1.80272e+18,,andrikosasih09,in,"Gaza, Palestine",0,0,0,https://x.com/LantjarDjayaa/status/1802723335849349580,2518915579.0,LantjarDjayaa,andrikosasih sekgawaon,andrikosasih sekgawaon
52,1.80272e+18,Mon Jun 17 15:20:01 +0000 2024,0,Ketika masyarakat mencari nafkah secara halal untuk keluarga dipaksa setor kepada negara 2 5% perbulan atas nama TAPERA sebagian masyarakat lain yg mencari peruntungan dengan JUDI ONLINE akan di berikan BANSOS dari negara lalu haruskah saya menjadi penjudi online saja ?,1.80272e+18,,,in,,0,0,0,https://x.com/HerryDjogdja/status/1802722877378379940,1.64229e+18,HerryDjogdja,masyarakat cari nafkah halal keluarga paksa setor negara bulan nama tapera masyarakat cari untung judi online bansos negara harus judi online,"people seek halal livelihood, families are forced to pay the state the month of the name tapera, people seek profit from online gambling, social assistance, the state must gamble online"
53,1.80226e+18,Mon Jun 17 15:19:58 +0000 2024,1,@OposisiCerdas Buat bank sendiri sajah... setujuh.. negara juga lagi sat set buat bank .. seperti bank bpjs bank tapera bank dana haji dengan standart kelola dana umat/gotong royong... hehehehehe,1.80272e+18,,OposisiCerdas,in,Semarang - Denpasar ,0,0,0,https://x.com/PatiBagong/status/1802722863671353503,1.24863e+18,PatiBagong,oposisicerdas bank tujuh negara set bank bank bpjs bank tapera bank dana haji standart kelola dana umatgotong royong hehehehehe,smart opposition bank seven countries set bank bank bpjs bank tapera bank hajj fund standard manage community funds mutual cooperation hehehehehe
54,1.80271e+18,Mon Jun 17 15:13:39 +0000 2024,0,@russellithic THAT jokowi sendiri yang bayar tapera AOWKAOWKAOWKAOALWK IJBOL,1.80272e+18,,russellithic,in,LH44 KR7 GR63 MS47,0,0,0,https://x.com/saturjoj/status/1802721276022399128,1.77978e+18,saturjoj,russellithic that jokowi bayar tapera aowkaowkaowkaoalwk ijbol,Russellithic that Jokowi paid tapera aowkaowkaowkaoalwk ijbol
55,1.80272e+18,Mon Jun 17 15:13:04 +0000 2024,0,kayaknya bear people frustasi dah ditekan tekan nggak turun turun :D,1.80272e+18,,,in,Jakarta,0,0,0,https://x.com/indonode/status/1802721129246900725,1.45186e+18,indonode,kayak bear people frustasi dah tekan tekan turun turun,"like bear people are frustrated, press press down, down"
56,1.80263e+18,Mon Jun 17 15:10:06 +0000 2024,0,@CNNIndonesia merusak malahan,1.80272e+18,,CNNIndonesia,in,Jakarta,0,0,0,https://x.com/indonode/status/1802720381557751814,1.45186e+18,indonode,cnnindonesia rusak,cnnindonesia is broken
57,1.80272e+18,Mon Jun 17 15:09:40 +0000 2024,0,sepertinya pemenang bear and bull di 65K ini akan ditentukan nanti jam 1 malam,1.80272e+18,,,in,Jakarta,0,0,0,https://x.com/indonode/status/1802720273478864947,1.45186e+18,indonode,menang bear and bull k tentu jam malam,win bear and bull k of course curfew
58,1.80235e+18,Mon Jun 17 15:09:10 +0000 2024,0,@fantjoek @thedufresne Y bedalah goblok lu ibarat pemerintah ngeluarin kebijakan tolol tapera tapi lu hina merah putihnya bukan konstitusi tolol tolol,1.80272e+18,,fantjoek,in,,0,0,0,https://x.com/lilmonstarrr/status/1802720146466984155,1.45377e+18,lilmonstarrr,fantjoek thedufresne y beda goblok lu perintah keluar bijak tolol tapera lu hina merah putih konstitusi tolol tolol,fantjoek thedufresne y different idiot you order to go out wise idiot tapera you insult the red and white constitution idiot idiot
